date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,male_smokers,life_expectancy,population
2020-12-06,113472.3202644664,3584.0237127497426,3234.910991331375,1323.9895280802461,33.59112261578782,30.417506968447242,4.680000000000024,1.2052368049217626,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,71.49995857931364,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-07,117134.8988925969,3662.578628130509,3347.6961696459184,1358.3612475469351,34.37171946668901,31.425678384060106,4.680000000000024,1.1858938286428427,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,72.02865041476976,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-08,120873.40679711432,3738.507904517409,3454.5519194128537,1393.513065589098,35.1518180421629,32.409448994897105,4.680000000000024,1.1662729894523987,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,72.60194773350793,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-09,124684.36901186308,3810.96221474876,3554.267833063201,1429.4552743049478,35.942208715849766,33.36013280305717,4.680000000000024,1.1463705468727525,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,73.21542395462362,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-10,128562.60941888457,3878.240407021498,3645.620628191072,1466.188482231622,36.73320792667406,34.26843816079325,4.680000000000024,1.1261037020097695,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,73.86357184444229,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-11,132500.6118799361,3938.00246105152,3727.666496838203,1503.6882588941453,37.49977666252338,35.126349952204556,4.680000000000024,1.1053534714006705,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,74.53691918714566,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-12,136488.04108513004,3987.4292051939465,3799.9603674573586,1541.8936182171528,38.205359323007656,35.92854122950577,4.680000000000024,1.083985853388901,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,75.22919326883382,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-13,140511.38318941335,4023.342104283313,3862.72035138488,1580.6983810836814,38.804762866528584,36.67343194022893,4.680000000000024,1.0618567138942951,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,75.93659533947293,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-14,144569.8271302632,4058.443940849853,3919.272749964005,1619.9522602794734,39.25387919579177,37.37101658607026,4.680000000000024,1.0388154507406968,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,76.65115755825704,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-15,148657.49869288184,4087.6715626186497,3969.153474722524,1659.6306302451603,39.678369965686805,38.01785309889341,4.680000000000024,1.0147308511453752,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,77.36275650094888,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
2020-12-16,152758.5844107411,4101.085717859274,4010.599876242287,1699.7016895552367,40.07105931007641,38.60792262959998,4.680000000000024,0.9895335940797825,11194.000000000055,11850.000000000064,0.09000000000000047,11.300000000000061,0.6300000000000033,17139.000000000087,3250.0000000000173,0.03000000000000016,78.06062329038534,32.40000000000016,42.50000000000022,73.00000000000037,10358078.000000056
