date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,icu_patients,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,extreme_poverty,population,excess_mortality_cumulative,excess_mortality
2022-07-17,1178922.6053681592,845.2154051858994,712.8230313763339,37271.882535512406,2.678219685979432,2.129810093555329,11.329284684553437,1.4161130890898053,36.12332969888796,4881.000000000029,3104.009146794515,0.07997622541102727,12.90500392266468,30.874940422713514,2626.0173668651623,1990.7637611292544,9.656420276090832e-20,11.110000000961191,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.298103382912835,1.9815171972893357
2022-07-18,1179809.9690875304,887.3637193710032,752.9355329052316,37274.76741230016,2.8848767877554256,2.289782909533016,11.329463513415094,1.4098629357572396,36.8638450440432,4881.000000000029,3104.0068600958903,0.07998216905827056,12.90375294199853,30.875993720858247,2643.6548318715645,2079.3601673239964,7.242315207068123e-20,11.110000000720909,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.277506108613228,2.282534171861179
2022-07-19,1180742.5207555331,932.5516680027206,795.8131050764687,37277.878371119165,3.110958819000156,2.474324092298441,11.329597635061337,1.4024524700790824,37.578424460842044,4881.000000000029,3104.005145071922,0.07998662679370304,12.902814706498916,30.876920491493298,2644.679343037484,2159.9235837994,5.431736405301092e-20,11.110000000540698,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.25760467149597,2.646572551511089
2022-07-20,1181725.898452883,983.377697349812,841.4949462928085,37281.24339372404,3.3650226048771423,2.681798337484986,11.329698226296019,1.3937094236646788,38.26627517451699,4881.000000000029,3104.003858803946,0.07998997009527739,12.902111029874206,30.877675743539214,2631.2701730829003,2231.5488934087,4.073802303975819e-20,11.11000000040554,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.238416288736055,3.072230387869171
2022-07-21,1182765.9242275113,1040.0257746283917,889.8497483427495,37284.88847612696,3.645082402914489,2.9094964583496847,11.32977366972203,1.3834515894033266,38.92903272681079,4881.000000000029,3104.002894102964,0.07999247757145815,12.901583272405674,30.878260674585842,2607.587067433381,2293.6382376066254,3.055351727981864e-20,11.11000000030417,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.21994805550304,3.5557311065358306
2022-07-22,1183866.7932352764,1100.86900776509,940.5736284839545,37288.82972167187,3.9412455449137336,3.153695388364725,11.329830252291538,1.3715162938624514,39.570858024653816,4881.000000000029,3104.002170577228,0.07999435817859372,12.901187454304274,30.878713697831564,2577.6918519648257,2345.5565224195816,2.2915137959863983e-20,11.110000000228144,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.202193242199847,4.09061553370648
2022-07-23,1185029.715595496,1162.9223602194238,993.1885785058247,37293.067410840245,4.237689168381493,3.4097031831610742,11.32987268921867,1.3577671492914751,40.19821000662414,4881.000000000029,3104.0016279329257,0.0799957686339454,12.900890590728224,30.87909773297294,2547.1274700983804,2386.6523950467517,1.7186353469897987e-20,11.110000000171125,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.185129902561357,4.667869444166654
2022-07-24,1186251.8977825963,1222.182187100575,1047.041301526429,37297.58155360535,4.514142765103193,3.6718927719861965,11.329904516914018,1.3421189948063585,40.8193750227445,4881.000000000029,3104.001220949699,0.07999682647545917,12.900667943046187,30.879490097217975,2520.2759936532975,2416.8666233697472,1.2889765102423491e-20,11.110000000128359,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.16872121489778,5.276377750314953
2022-07-25,1187531.126989179,1279.2292065827055,1103.022385808689,37302.32099067271,4.739437067363278,3.93679029650743,11.329928387685529,1.3246012047343765,41.44381374928209,4881.000000000029,3104.0009157122786,0.07999761985659448,12.90050095728466,30.87997434639215,2493.143944173396,2436.245507281677,9.667323826817618e-21,11.110000000096285,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.15291712319664,5.903623671956837
2022-07-26,1188867.931651065,1336.8046618859646,1160.7730834741656,37307.288351278665,4.967360605952331,4.202004002277153,11.329946290764163,1.3053414982502023,42.08569298349178,4881.000000000029,3104.000686784213,0.07999821489244598,12.900375717963513,30.880633578613992,2463.0992315625,2445.321218373349,7.250492870113214e-21,11.11000000007223,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.137660554559304,6.536332145878251
2022-07-27,1190257.649918003,1389.7182669380697,1218.821974208729,37312.4853649458,5.19701366713394,4.463786291947045,11.329959718073138,1.2845505645409179,42.75972407319929,4881.000000000029,3104.0005150881643,0.0799986611693346,12.900281788472654,30.88154306880678,2430.5826492698097,2445.1945983307587,5.437869652584911e-21,11.110000000054187,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.12288686480676,7.1599944921771925
2022-07-28,1191691.5549562802,1433.9050382772455,1275.0906479157602,37317.90839992143,5.423034975625189,4.717902744170376,11.329969788554868,1.2624809583119603,43.477667743236395,4881.000000000029,3104.0003863161273,0.07999899587700106,12.90021134135451,30.88276495235774,2397.9878434488055,2437.160686951046,4.0784022394386836e-21,11.110000000040657,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.108525269576567,7.760859753148052
2022-07-29,1193157.6989256798,1466.1439693995976,1327.272966706053,37323.545117006404,5.6367170849832835,4.960283877778727,11.329977341416166,1.2394003114941528,44.24605900763052,4881.000000000029,3104.0002897370996,0.07999924690775091,12.900158506015902,30.884343545277673,2366.73233378247,2422.6582980187177,3.0588016795790127e-21,11.110000000030508,44.400000000000226,44.70000000000024,1.500000000000008,6781955.000000035,24.09450176453817,8.32588225599135
