date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,female_smokers,population
2020-03-11,5.922838718812569,1.0184620051272346,0.5493321016895258,148.00000000000054,0.0,0.0,0.0,1.0100000000000038,5.446003726155407,3.1084921042252454,0.22422519965050658,5.108081667934003,82.00000000000033,0.010000000000000038,4.854962772262099,18.700000000000074,38.00000000000015,0.4000000000000016,17316452.000000067
2020-03-12,6.878877584681514,1.2545085190549552,0.7013294319973886,148.0000000000006,0.0,0.0,0.0,1.0100000000000042,6.295279621485022,3.554009446850033,0.22317643066848808,5.169406096150558,82.00000000000036,0.010000000000000044,6.862358310612235,18.70000000000008,38.00000000000017,0.4000000000000017,17316452.000000075
2020-03-13,8.136016624193116,1.541172274876223,0.8821775846638482,148.00000000000065,0.0,0.0,0.0,1.0100000000000047,7.428400569378163,4.165313161414197,0.22246845745514787,5.218486914280563,82.00000000000038,0.010000000000000047,9.234785054872578,18.700000000000088,38.000000000000185,0.4000000000000018,17316452.000000082
2020-03-14,9.736740974932186,1.8649451402231056,1.0921976681358976,148.00000000000068,0.0,0.0,0.0,1.010000000000005,8.94462783491987,4.9897250132713875,0.22182580980112204,5.254813795923745,82.0000000000004,0.010000000000000049,11.953749586241727,18.70000000000009,38.00000000000019,0.4000000000000019,17316452.000000086
2020-03-15,11.702895097715,2.205431544242964,1.3295034547218356,148.0000000000007,0.0,0.0,0.0,1.010012605042022,11.020881994483396,6.0888031329335135,0.22115717247689226,5.2780140314935595,82.00000000000041,0.01000000000000005,15.013015001575317,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2020-03-16,13.965891426712265,2.472771137173824,1.5875110752042758,148.00000000000074,0.0,0.0,0.0,1.0100367647058877,13.685861883710022,7.530823422744753,0.22077269513013234,5.284302917500806,82.00000000000043,0.010000000000000052,18.41096083101346,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2020-03-17,16.55337784605233,2.7646623864938187,1.8666547996158802,148.00000000000074,0.0,0.0,0.0,1.0100628030058232,17.07306641924668,9.39284930590797,0.2209678536035789,5.27635905625748,82.00000000000043,0.010000000000000054,22.125274760299572,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2020-03-18,19.520996539031856,3.1108432669227293,2.168227525051281,148.00000000000074,0.0,0.0,0.0,1.0100887958548859,21.25298177952879,11.751521271609413,0.22145019530934257,5.2637043277458,82.00000000000043,0.010000000000000054,26.11372449297845,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2020-03-19,22.93019472166243,3.5190729802502307,2.4935213225214974,148.00000000000074,0.0,0.0,0.0,1.0101097449196081,26.177890827212906,14.681077928497007,0.22167943704438603,5.259103929929159,82.00000000000043,0.010000000000000054,30.31302785583603,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
2020-03-20,26.831582692830587,3.9806266485684176,2.8431828470947487,148.00000000000074,0.0,0.0,0.0,1.0101110740420023,31.76069672415894,18.23340056014138,0.22118831081496404,5.274798212475965,82.00000000000043,0.010000000000000054,34.645910678560995,18.700000000000095,38.0000000000002,0.400000000000002,17316452.00000009
