date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,total_tests,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,gdp_per_capita,population
2020-03-11,36.532743412246376,3.60548150783402,2.581176210412597,2.0000000000000075,0.0,0.0,19.530000000000072,1.487745956460248,56825.68722996603,7321.514471849341,0.0,1227.245000584817,8.860000000000033,53859.000000000204,30698.000000000116,0.6400000000000025,23.199319506049804,37.40000000000015,34.000000000000135,67293.48000000027,9441138.000000035
2020-03-12,39.88940839462392,3.893773768388838,2.850673884747673,2.0000000000000084,0.0012281835811247584,0.0,19.53000000000008,1.4863773406483554,60695.07017583777,7590.095867148643,0.0,1183.1688882608223,8.860000000000037,53859.000000000226,30698.00000000013,0.6400000000000028,24.723831012890088,37.40000000000016,34.00000000000015,67293.4800000003,9441138.00000004
2020-03-13,43.74414097599387,4.243245646265779,3.1462641401283102,2.000000000000009,0.006092436974789941,0.0,19.530000000000086,1.4858331024481304,64915.22823789006,7886.370235849536,0.0,1137.4836458336272,8.86000000000004,53859.00000000024,30698.00000000014,0.640000000000003,26.38629762941551,37.400000000000176,34.00000000000016,67293.48000000032,9441138.000000043
2020-03-14,48.110028808918564,4.630640440258489,3.4662829467251983,2.0000000000000093,0.014491758241758312,0.0013450226244343922,19.530000000000094,1.4869027841728806,69460.84713187597,8202.837663958917,0.0,1089.8958581631985,8.860000000000042,53859.000000000255,30698.000000000146,0.6400000000000031,28.177981787026127,37.40000000000018,34.00000000000017,67293.48000000033,9441138.000000045
2020-03-15,52.95842658406458,5.024273155016112,3.8064689973742225,2.0000000000000098,0.026027189722042796,0.0045517533936651755,19.530000000000097,1.4904118974380012,74293.90091128589,8549.065941892924,0.0,1040.7760403580173,8.860000000000044,53859.00000000026,30698.000000000153,0.6400000000000032,30.096873056494594,37.40000000000019,34.00000000000018,67293.48000000035,9441138.000000047
2020-03-16,57.86717158640019,5.0406515372381735,4.117783713124403,2.00000000000001,0.04007630696509394,0.010302955316742128,19.5300000000001,1.4971528144812178,79360.02735605667,8916.00315713076,0.0,990.8852380901044,8.860000000000046,53859.00000000027,30698.00000000016,0.6400000000000033,32.13553892294631,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-17,62.870950764784084,5.102709079560828,4.402704785489722,2.00000000000001,0.055849085427440506,0.018782646351810046,19.5300000000001,1.507907435683152,84662.61370547186,9299.501099263729,0.0,940.5332191299582,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,34.3063642762434,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-18,68.22937661592819,5.432623277026803,4.692461847035851,2.00000000000001,0.07242980049591992,0.029800785668834998,19.5300000000001,1.5231138346809183,90209.03516598187,9690.02634157774,0.0,890.9575856467586,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,36.62665943859825,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-19,74.31985082005875,6.146122273542575,5.034331356188337,2.00000000000001,0.0888084525051011,0.04288678834664898,19.5300000000001,1.5428145292104323,96011.32012044649,10079.612847650678,0.0,844.9422971859426,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,39.10192816007351,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-20,81.55721196766217,7.279097199662441,5.4821077608387405,2.00000000000001,0.10390433550035157,0.05735966139573348,19.5300000000001,1.566866391413321,102068.74939059358,10449.79067969407,0.0,802.3803541111773,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,41.727322816887785,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-21,90.33347135454446,8.807561425926552,6.088956871049234,2.00000000000001,0.11658371381013785,0.07238060577530706,19.5300000000001,1.5950822434630312,108376.26705264155,10779.249780940576,4.638009049773766e-05,762.4833457385229,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,44.4887358101449,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-22,100.97261482812571,10.66262000286446,6.902055888581056,2.00000000000001,0.12567307947525064,0.0869924679061411,19.5300000000001,1.6272376683762029,114929.1311152732,11051.734370288512,0.00015695701357466122,722.299080086052,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,47.35662231656157,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-23,112.47401509653082,11.519007665367496,7.833241496267739,1.9899159663865649,0.12240607011063981,0.09907789973374304,19.5300000000001,1.6631577276881013,121724.56388267357,11266.270517535406,0.0003426692792501631,681.4807871168991,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,50.30118878008447,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-24,125.13565030106672,12.674840752257705,8.91922944152855,1.9705882352941277,0.11869530888550099,0.10833072602849105,19.5300000000001,1.7027243074015017,128825.35369739647,11488.720317046205,0.0006109127545248899,639.452448773357,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,53.297327105425424,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-25,139.97673772580026,14.850991585524913,10.267864388838738,1.9497575953458408,0.11998463615669214,0.11534710722337235,19.5300000000001,1.745714045030767,136331.4386650967,11750.188969200315,0.0009648102931076325,594.8665085257197,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,56.32985376475112,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-26,158.35638975201047,18.38708014680371,12.018891342695657,1.9390473497091245,0.1293873135751793,0.12130945776077443,19.5300000000001,1.7914330774059157,144409.64136954027,12115.152109899607,0.0014026639577104953,547.7610691770958,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,59.382612043020444,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-27,181.68760582402757,23.33678716246224,14.314534214843363,1.951699862637373,0.1482686687625095,0.12774938485257842,19.5300000000001,1.838496753755797,153292.5346551451,12657.391070142889,0.001917544186770271,498.97019748721794,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,62.41819190233653,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
2020-03-28,211.22276642361257,29.53933891741882,17.277429749691056,2.0008789693762226,0.17668307881816558,0.1363698925502291,19.5300000000001,1.8851640973142652,163242.3960705446,13423.263874682172,0.002496981669489474,449.98871792795427,8.860000000000046,53859.00000000028,30698.00000000016,0.6400000000000035,65.40419386211126,37.40000000000019,34.000000000000185,67293.48000000036,9441138.000000048
