date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_70_older,diabetes_prevalence,hospital_beds_per_thousand,population
2020-03-11,26.309166936005273,0.6886442021392768,0.3022040293255247,1.0000000000000038,0.03611353708993428,0.014539237617907019,0.040000000000000153,0.010000000000000038,1.8901615425016236,69.54919175504266,128.48667606043725,0.05966887746038679,16.340358929598494,2087.000000000008,0.0500000000000002,16.113363464410707,29.70000000000011,5.03000000000002,8.330000000000032,2.3000000000000083,4408582.000000016
2020-03-12,26.161901058500433,1.049595627363995,0.4542987879928517,1.0000000000000042,0.04432820388403129,0.020818455362751585,0.040000000000000174,0.010000000000000044,1.8903005363203058,80.86454659336931,129.87111564261318,0.05980805757816025,16.310382319370838,2087.000000000009,0.05000000000000021,18.499691881701896,29.700000000000124,5.0300000000000225,8.330000000000036,2.3000000000000096,4408582.000000019
2020-03-13,26.335873111263854,1.5751411290556443,0.6709949377948989,1.0000000000000044,0.05189515097378634,0.027776737449665564,0.04000000000000019,0.010000000000000047,1.8904371023048734,93.80649010016614,132.1761066091417,0.060169068393704304,16.242801283807403,2087.00000000001,0.050000000000000225,21.148219622330114,29.70000000000013,5.030000000000024,8.33000000000004,2.3000000000000105,4408582.0000000205
2020-03-14,27.012085828923045,2.2489382643741567,0.9669124929389368,1.0000000000000047,0.058249094322776834,0.03500676123204563,0.040000000000000195,0.010000000000000049,1.8905089838068736,109.04056570052883,135.71055442356624,0.06080618073936364,16.128162695240835,2087.0000000000105,0.05000000000000024,24.064164070335217,29.700000000000138,5.030000000000025,8.330000000000041,2.300000000000011,4408582.000000021
2020-03-15,28.352955774407256,3.0365905761086793,1.3524581253603145,1.0000000000000049,0.06280446780090626,0.042044663684215305,0.0400000000000002,0.01000000000000005,1.8904216538215444,126.5877448959528,140.73503281832132,0.0618231229494808,15.9567878262141,2087.000000000011,0.05000000000000025,27.25411804305528,29.700000000000145,5.030000000000026,8.330000000000043,2.3000000000000114,4408582.000000022
2020-03-16,29.671116313675554,3.106127482824887,1.7401464382348486,0.9836134453781562,0.049834443287654476,0.046216109269302474,0.04000000000000021,0.010000000000000052,1.8900442623441829,146.35714674565588,147.5442610390806,0.06332871907054638,15.72081485156105,2087.000000000011,0.05000000000000025,30.681335623435665,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-17,31.123876989619994,3.31558462310768,2.1450991628713574,0.952205882352946,0.03758591649935426,0.04750985182915857,0.040000000000000216,0.010000000000000054,1.8891988399384887,167.89617292284922,156.30182861706118,0.0654267267625091,15.414801507125881,2087.000000000011,0.05000000000000025,34.29660902203705,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-18,33.379397722822674,4.156161641215706,2.6407931827546864,0.9183560924369795,0.03654431778821965,0.04748015874905062,0.040000000000000216,0.010000000000000054,1.8876927627916196,190.85401398431566,167.09699201871084,0.06814357448364664,15.037838363699311,2087.000000000011,0.05000000000000025,38.042217593935746,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-19,37.36631946212353,5.8779647991083035,3.330737097796468,0.9009519432773154,0.052634482685056244,0.04860009966941568,0.040000000000000216,0.010000000000000054,1.88532322432384,214.75384274421646,179.99393018080784,0.07158893490281265,14.591321565276118,2087.000000000011,0.05000000000000025,41.85132528336398,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-20,44.08598717254618,8.550280322020324,4.327228647523183,0.9215122767857188,0.08836080060461338,0.05377651301967658,0.040000000000000216,0.010000000000000054,1.8818854369888425,238.7507084964304,194.92527956837932,0.07585637473884199,14.078552583136162,2087.000000000011,0.05000000000000025,45.648139243712464,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-21,54.471617076242325,12.106779407643263,5.735422778467222,1.0014283252363496,0.14366232637459814,0.06598623091860371,0.040000000000000216,0.010000000000000054,1.877171026675054,262.21353234194186,211.62405017402241,0.08104822804831391,13.50526867135343,2087.000000000011,0.05000000000000025,49.348028802532326,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-22,69.2826720832,16.379421983011092,7.641382694710162,1.159894773339029,0.21655411388243595,0.08800324784958646,0.040000000000000216,0.010000000000000054,1.8709947858433973,285.00623846136966,229.77041319612806,0.0871997133762485,12.878882014180892,2087.000000000011,0.05000000000000025,52.889150399572245,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-23,88.0462315995689,20.14447275745875,10.075197977723013,1.3783244413488123,0.2695746028649626,0.11949661817549004,0.040000000000000216,0.010000000000000054,1.8632179704426668,307.29414232372653,249.0318176540454,0.09434774883309152,12.205197386524501,2087.000000000011,0.05000000000000025,56.22055365294366,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
2020-03-24,111.30999690588246,24.433403049024946,13.091729769652986,1.6700878688267382,0.3350833438746438,0.16215058257150153,0.040000000000000216,0.010000000000000054,1.8537190692993586,328.98797907634423,269.08071521209234,0.10245295771402374,11.494268110998753,2087.000000000011,0.05000000000000025,59.316605446559805,29.700000000000152,5.030000000000026,8.330000000000044,2.3000000000000114,4408582.000000022
