date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,female_smokers,population
2020-03-11,5.566879237366503,0.6429061081000931,0.4640419703892142,8.00000000000003,0.0,0.0,0.46000000000000185,2.0392094103215452,5504.337265970268,4808.665745557884,0.0,1610.8830986937733,0.020000000000000077,239511.00000000093,3357.0000000000136,0.0,20.255731580323133,39.60000000000015,0.1000000000000004,23.400000000000095,144713312.0000005
2020-03-12,6.707905094876889,1.1993572940107047,0.6007756094144369,8.000000000000034,0.0,0.0,0.4600000000000021,2.039782784955124,5727.332970342968,4973.475547296808,0.0,1545.7543429610441,0.020000000000000087,239511.00000000105,3357.0000000000146,0.0,22.320617854760656,39.600000000000165,0.10000000000000042,23.400000000000105,144713312.0000006
2020-03-13,8.847299215469254,2.1815638657892245,0.863474240997481,8.000000000000036,0.0,0.0,0.4600000000000022,2.0411101979600437,5955.653767834804,5163.779430349796,0.0,1471.1559188238875,0.020000000000000094,239511.0000000011,3357.0000000000155,0.0,24.66477997154888,39.60000000000018,0.10000000000000045,23.400000000000112,144713312.00000066
2020-03-14,12.390451787167578,3.5714670169889873,1.304580793870286,8.000000000000037,0.0,0.0,0.4600000000000023,2.0437512005062346,6195.525776210092,5377.828060157313,4.638009049773766e-05,1387.6685680771932,0.020000000000000098,239511.00000000116,3357.0000000000164,0.0,27.251187435028875,39.60000000000019,0.10000000000000048,23.400000000000116,144713312.0000007
2020-03-15,17.67982979060197,5.307704981552356,1.9686131972126741,8.000000000000039,0.0,0.0,0.4600000000000024,2.04835008428401,6459.069897768439,5613.933343114115,0.00015695701357466122,1296.2716280617747,0.0200000000000001,239511.00000000122,3357.0000000000173,0.0,30.02065495894786,39.6000000000002,0.1000000000000005,23.40000000000012,144713312.00000072
2020-03-16,23.448640927308347,5.78255637029485,2.7198207576380184,8.00000000000004,0.0,0.0,0.46000000000000246,2.0555558728445553,6680.118906842823,5859.143914898621,0.0003426692792501631,1198.6803128368947,0.020000000000000104,239511.00000000128,3357.0000000000173,0.0,32.89682622244301,39.60000000000021,0.1000000000000005,23.400000000000123,144713312.00000072
2020-03-17,30.023714050361733,6.585382048244741,3.5981504744987216,8.00000000000004,0.0,0.0,0.4600000000000025,2.0659160966179053,6849.140709974834,6114.61113591541,0.0006109127545248899,1096.9167326884349,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,35.796069731473565,39.60000000000021,0.1000000000000005,23.400000000000126,144713312.00000072
2020-03-18,38.652918052315655,8.636935695847438,4.743836514568297,8.00000000000004,0.0,0.0,0.4600000000000025,2.079775146154447,7011.3511261032,6388.839201968889,0.0009648102931076325,993.0683930845236,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,38.68389150351798,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-03-19,51.03766850045211,12.390549218556584,6.345225963818932,8.00000000000004,0.004912734324499034,0.0,0.4600000000000025,2.0974113531517142,7259.228195902555,6678.974504902662,0.0014026639577104953,889.3469121372461,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,41.54471823979111,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-03-20,68.982307613219,17.948988190581996,8.59964814125465,8.00000000000004,0.024369747899159765,0.0,0.4600000000000025,2.1188393810564197,7856.135556536926,7009.196731941391,0.001917544186770271,788.0643211423663,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,44.373736966850515,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-03-21,94.1311392425583,25.15209343770062,11.6840665842862,8.00000000000004,0.05796703296703325,0.005287330316742092,0.4600000000000025,2.1439317335945156,8932.5620800293,7414.2052251034365,0.002496981669489474,691.4408717552885,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,47.15687593134352,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-03-22,127.77120511065206,33.64251222436475,15.733068037762198,8.00000000000004,0.10410875888817119,0.01789309954751138,0.4600000000000025,2.172165025147409,10578.637429446688,7937.882021607164,0.0031227362521171124,601.4768965443271,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,49.88179802801645,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-03-23,166.997392197566,39.2280218541172,20.511917220952594,7.9558823529412175,0.11618758080155192,0.03419875161603117,0.4600000000000025,2.202516141194109,12814.939395075777,8638.225947362465,0.0037832286596760777,519.7852936105728,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,52.540608702007894,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
2020-03-24,212.94285668857572,45.94684056641216,26.135702298390648,7.871323529411806,0.13883751818034964,0.0554528775452491,0.4600000000000025,2.2335797367940984,15672.692560743408,9571.704867761684,0.004471875276269672,447.51686128743864,0.020000000000000108,239511.00000000128,3357.0000000000173,0.0,55.13218584130885,39.60000000000021,0.1000000000000005,23.40000000000013,144713312.00000072
