date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,aged_65_older,median_age,cardiovasc_death_rate,male_smokers,population
2020-12-01,530.4973929366482,1.9693456425360758,2.1986593898674407,7.000000000000038,4.741929130795402e-20,1.2449073349375393e-19,635.940914849007,8.390000000000043,0.7511600836619247,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-02,532.3649483870377,1.867555450389454,2.12812398648591,7.000000000000038,3.556446848096551e-20,9.336805012031545e-20,638.1798409525286,8.390000000000043,0.7553634370192306,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-03,534.1282846580876,1.7633362710500111,2.046264450756484,7.000000000000038,2.6673351360724135e-20,7.002603759023659e-20,640.2938697253863,8.390000000000043,0.7599758744677207,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-04,535.7906705071412,1.6623858490535088,1.956247788616816,7.000000000000038,2.00050135205431e-20,5.251952819267744e-20,642.2869103741958,8.390000000000043,0.7650450926639785,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-05,537.3620720464846,1.5714015393434624,1.8621121504477467,7.000000000000038,1.5003760140407325e-20,3.938964614450808e-20,644.1708977127744,8.390000000000043,0.7705800379853799,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-06,538.8599024511539,1.4978304046692017,1.7685942938312873,7.000000000000038,1.1252820105305494e-20,2.954223460838106e-20,645.9666913841291,8.390000000000043,0.7766048733500573,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-07,540.2679876011327,1.408085149978955,1.6745085839804486,7.000000000000038,8.439615078979121e-21,2.2156675956285794e-20,647.6548973357707,8.390000000000043,0.783138528962124,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-08,541.5939771261897,1.3259895250569391,1.582292233072604,7.000000000000038,6.329711309234341e-21,1.6617506967214345e-20,649.2446789811437,8.390000000000043,0.7901793653705922,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-09,542.8736664257677,1.2796892995780969,1.498037856123136,7.000000000000038,4.7472834819257556e-21,1.2463130225410759e-20,650.778934252019,8.390000000000043,0.7977419900912937,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-10,544.1591121334831,1.2854457077152486,1.4295388962940343,7.000000000000038,3.560462611444317e-21,9.347347669058069e-21,652.3200523373667,8.390000000000043,0.8058244305128799,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-11,545.5097187154977,1.350606582014622,1.384823693875343,7.000000000000038,2.670346958583238e-21,7.010510751793551e-21,653.9392312375121,8.390000000000043,0.8144208438930645,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-12,546.9855534193002,1.475834703802501,1.3710560380212473,7.000000000000038,2.0027602189374282e-21,5.257883063845164e-21,655.708465929751,8.390000000000043,0.8235200608448157,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-13,548.6423324852904,1.6567790659902109,1.3937105805521366,7.000000000000038,1.5020701642030711e-21,3.943412297883873e-21,657.6945394925631,8.390000000000043,0.8331061089820293,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-14,550.4608540827792,1.8185215974887827,1.452349354289347,7.000000000000038,1.1265526231523033e-21,2.9575592234129047e-21,659.8744240117956,8.390000000000043,0.8431481014521017,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-15,552.4759411438563,2.0150870610771596,1.550858007960064,7.000000000000038,8.449144673642274e-22,2.2181694175596784e-21,662.2898587328295,8.390000000000043,0.8536189946411137,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-16,554.7528188184618,2.276877674605547,1.6934444109474263,7.000000000000038,6.336858505231705e-22,1.6636270631697587e-21,665.0190364219567,8.390000000000043,0.8644629531560144,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-17,557.3656160530843,2.6127972346225556,1.8832636572732748,7.000000000000038,4.7526438789237785e-22,1.247720297377319e-21,668.1508303222862,8.390000000000043,0.8756208089200179,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-18,560.3812417747849,3.0156257217006006,2.1213868185852123,7.000000000000038,3.564482909192834e-22,9.357902230329893e-22,671.7654643706749,8.390000000000043,0.8870134412084375,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-19,563.8472920292149,3.4660502544299496,2.406027508896897,7.000000000000038,2.6733621818946253e-22,7.018426672747419e-22,675.9200158604247,8.390000000000043,0.8985792470343191,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-20,567.7829803341292,3.93568830491426,2.731961808143266,7.000000000000038,2.005021636420969e-22,5.263820004560564e-22,680.6375424383059,8.390000000000043,0.9102681456829805,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-21,572.0525875453618,4.269607211232567,3.0825427846788838,6.992436974789954,1.5037662273157266e-22,3.947865003420423e-22,685.7553685287951,8.380936974789961,0.922002983858229,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-22,576.6914283771864,4.638840831824562,3.4578377607780766,6.977941176470627,1.127824670486795e-22,2.960898752565317e-22,691.3158386137919,8.363566176470634,0.9337378552175257,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-23,581.7975790398395,5.1061506626531745,3.862527965056738,6.962318196509412,8.458685028650962e-23,2.2206740644239875e-22,697.4365360385608,8.344844638817111,0.9454194224409413,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-24,587.4922696063188,5.694690566479225,4.303324868427338,6.954285512281875,0.0036845507433742753,1.6655055483179906e-22,704.2628000573637,8.335218805551113,0.9570094601726595,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-25,593.8901782874807,6.397908681161952,4.787032436065179,6.9637748969780615,0.018277310924369822,1.249129161238493e-22,711.9321136176845,8.346590251545376,0.9684555437397094,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-26,601.0771521383651,7.186973850884406,5.319093816383089,7.000659227032198,0.04347527472527493,0.003988687782805438,720.5473941983969,8.390789973726918,0.9797080120387848,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-27,609.0934975879377,8.016345449572498,5.90250135776244,7.073797587694973,0.07808156916612839,0.013498303167420867,730.1569619383915,8.478434109254476,0.9906985914466724,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
2020-12-28,617.6428769078256,8.549379319887855,6.514290045471163,7.184016581204336,0.11392639988687843,0.029658633645766135,740.4055703548936,8.610502698941517,1.0013633101008428,1442.000000000008,0.1700000000000009,2.9600000000000164,20.400000000000105,261.5200000000013,23.60000000000013,836783.0000000044
