date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_vaccinations_per_hundred,reproduction_rate,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,male_smokers,population
2021-01-25,8055.57316150669,9.778650969450325,9.813823825192086,174.9479041957412,0.04812239484424469,0.09812838931007206,0.03000000000000016,1.0717795494174127,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000009644,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-26,8065.400475525633,9.82731401894296,9.788642270962598,174.99631922631485,0.04898772373499354,0.07874916851778355,0.03000000000000016,1.0736467176545283,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000007244,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-27,8075.301277781922,9.900802256288681,9.790576564243294,175.04790199245775,0.05201228601391492,0.06498980140449799,0.03000000000000016,1.07522469564232,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000005442,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-28,8085.30137850452,10.000100722597908,9.818926928676989,175.10383211813152,0.05625226557701677,0.05664829804755582,0.03000000000000016,1.0764529431926335,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000004092,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-29,8095.422963419449,10.121584914928407,9.8721221519053,175.16442871044762,0.06083819724352545,0.0530923967741931,0.03000000000000016,1.0772642387454785,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000003078,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-30,8105.681136591747,10.258173172298454,9.947405770360792,175.22920388577714,0.06495637902508117,0.0532750183304833,0.03000000000000016,1.0775920058205841,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000002318,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-31,8116.081327556944,10.400190965196705,10.040600707861106,175.2969029143331,0.06783493132763452,0.05574585650804356,0.03000000000000016,1.0773758078560665,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000001748,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-02-01,8126.597178602432,10.515851045487718,10.145945359596555,175.36301332020383,0.06621233294950749,0.05829452489557704,0.03000000000000016,1.0765654693374294,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.9800000000132,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-02-02,8137.2383008878405,10.641122285408628,10.262289336439512,175.42751209099345,0.06457521609868531,0.06047412573373847,0.03000000000000016,1.0750994413695893,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000001,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-02-03,8148.022245381471,10.783944493629853,10.388586427022602,175.49215960153558,0.0647048445239171,0.06224117930353601,0.03000000000000016,1.0729490154163337,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000000759,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-02-04,8158.967346608836,10.945101227365264,10.523753815095667,175.5597305608804,0.06761395983120554,0.06383052895082598,0.03000000000000016,1.0701274047426008,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000000579,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-02-05,8170.087355464073,11.12000885523631,10.666566492543485,175.63343722253512,0.07373891201949348,0.06566151985468391,0.03000000000000016,1.0666466201374305,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000000444,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-02-06,8181.387413818493,11.30005835442014,10.815578069149064,175.71649679214397,0.08308375738242893,0.06826763310368272,0.03000000000000016,1.0625538080248584,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000000343,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
