date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population_density,male_smokers,female_smokers,hospital_beds_per_thousand,population
2020-03-11,2.0000000000000075,0.0,1.0000000000000038,0.0,169.19000000000065,168.00000000000065,1.3200000000000054,682.4500000000027,36.900000000000134,43.00000000000016,5.00000000000002,12691.000000000051
2020-03-12,2.0000000000000084,0.0,1.0000000000000042,0.0,169.19000000000074,168.0000000000007,1.3200000000000058,682.450000000003,36.90000000000015,43.00000000000018,5.000000000000022,12691.000000000056
2020-03-13,2.000000000000009,0.0,1.0000000000000044,0.0,169.1900000000008,168.00000000000077,1.3200000000000063,682.4500000000032,36.90000000000016,43.00000000000019,5.000000000000024,12691.00000000006
2020-03-14,2.0000000000000093,0.0,1.0000000000000047,0.0,169.19000000000082,168.0000000000008,1.3200000000000065,682.4500000000033,36.90000000000017,43.0000000000002,5.000000000000025,12691.000000000064
2020-03-15,2.0000000000000098,0.0,1.0000000000000049,0.0,169.19000000000085,168.00000000000082,1.3200000000000067,682.4500000000035,36.900000000000176,43.000000000000206,5.000000000000026,12691.000000000065
2020-03-16,2.00000000000001,0.0,1.000000000000005,0.0,169.19000000000088,168.00000000000085,1.320000000000007,682.4500000000036,36.90000000000018,43.00000000000021,5.000000000000027,12691.000000000067
2020-03-17,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-18,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-19,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-20,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-21,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-22,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-23,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-24,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-25,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-26,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-27,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-28,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-29,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-30,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-03-31,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-04-01,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-04-02,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-04-03,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2020-04-04,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,168.00000000000085,1.320000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
