date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,extreme_poverty,diabetes_prevalence,male_smokers,hospital_beds_per_thousand,life_expectancy,population
2021-06-26,204805.07935163146,25.02360332426901,30.0493514791859,9576.384902333533,12.156185324307268,14.664994793795712,1019174.3158953981,0.623763778649317,1702.1538270736771,1628.7744429673453,0.015739461294122587,66.62159899108471,7482.724179737923,0.0814953316111427,36.21461807059799,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-27,204828.6150567103,23.53570507885143,28.41049437862023,9587.389355483196,11.004453149662265,13.887080936975758,1020718.1539168097,0.621107740257189,1670.779200837473,1607.1398658389564,0.014974279228510511,70.12475612760582,7309.6197508344785,0.07830168616795634,36.0840889569563,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-28,204850.96143797578,22.34638126550576,26.834960958496552,9597.274078668,9.8847231848065,13.006837367243794,1022240.6881751653,0.6181276700926986,1638.9030779067107,1585.8513602712687,0.014163644133729378,75.40930562188419,7076.820113707639,0.07487380825880509,35.954292477251855,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-29,204872.13623685317,21.17479887737757,25.322822690430296,9605.96872965389,8.69465098588995,12.02231532342898,1023742.5373337027,0.6150181830801906,1607.5702827351417,1564.8633424400407,0.013306637431260203,82.63446790419609,6795.666814433937,0.07131712089998626,35.828692855030084,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-30,204892.16560685798,20.02937000483346,23.884205899529277,9613.439944137652,7.47121448376136,10.949512025861985,1025224.616343308,0.6120443418996719,1577.8003863133708,1544.1273064421853,0.012423578590575093,91.68519481954995,6482.909629248214,0.06781928863879068,35.710635672300405,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-07-01,204911.10188775527,18.936280897290274,22.53347811566185,9619.706331729627,6.266387591974223,9.816589740146336,1026687.4852374436,0.6095442454357438,1550.1081719263682,1523.56519541018,0.011547483555083886,102.23478977982103,6158.667693817228,0.06462400106215709,35.6030785641801,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-07-02,204929.03693617872,17.935048423452535,21.284887836908013,9624.849722940737,5.143391211110599,8.659540074986941,1028131.0906087563,0.6079096385047337,1524.597842745683,1503.1659456849802,0.010717658561594115,113.8048673833469,5844.553711539398,0.061984969122409736,35.508389239877204,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-07-03,204946.11212359523,17.07518741649052,20.14929435214774,9629.02360442276,4.173881482023965,7.518932205561478,1029555.8380869285,0.6075632889949053,1502.3320372521107,1483.0918477575963,0.009962290462889196,125.80869740241022,5558.441479517516,0.060127705510197804,35.428193998427666,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-07-04,204962.52583477815,16.413711182923826,19.131715108002233,9632.459445398532,3.4358409757713693,6.43747404104894,1030962.3566162644,0.6089103465134713,1483.791614396745,1463.4820241504551,0.009333708797393151,137.5257441248525,5315.16991054312,0.05922748566141378,35.36326411549824,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-07-05,204978.486150486,15.960315707813447,18.219213124796138,9635.470181980392,3.01073658186085,5.455309150696211,1032351.932873749,0.612331111533456,1468.9792325062442,1444.4951315582216,0.008874392780979585,148.2263523728898,5129.552012739279,0.059436774556338376,35.31343063348863,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
