date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,gdp_per_capita,diabetes_prevalence,population
2020-03-11,2.0000000000000075,0.0,0.0,4.000000000000015,0.0,0.0,30.880000000000113,278.0000000000011,0.4300000000000017,19.369698336634272,1308.820000000005,50669.320000000196,13.000000000000046,64207.00000000023
2020-03-12,2.0000000000000084,0.0012281835811247584,0.0,4.000000000000017,0.0,0.0,30.880000000000127,278.0000000000012,0.4300000000000019,19.5875045217065,1308.8200000000054,50669.320000000225,13.000000000000053,64207.00000000026
2020-03-13,2.000000000000009,0.006092436974789941,0.0,4.000000000000018,0.0,0.0,30.880000000000138,278.0000000000013,0.430000000000002,19.965672670530065,1308.8200000000058,50669.32000000024,13.000000000000057,64207.000000000284
2020-03-14,2.0000000000000093,0.014491758241758312,0.0013450226244343922,4.000000000000019,0.0,0.0,30.880000000000145,278.00000000000136,0.4300000000000021,20.529903662561445,1308.820000000006,50669.320000000254,13.00000000000006,64207.0000000003
2020-03-15,2.0000000000000098,0.026027189722042796,0.0045517533936651755,4.0000000000000195,0.0,0.0,30.88000000000015,278.0000000000014,0.43000000000000216,21.29895360341756,1308.8200000000063,50669.32000000027,13.000000000000064,64207.00000000031
2020-03-16,1.9810924369748,0.021168743939883727,0.007605476325145468,4.00000000000002,0.0,0.0,30.588092436974943,278.0000000000015,0.4300000000000022,22.277066527708648,1308.8200000000065,50669.32000000027,13.000000000000066,64207.00000000032
2020-03-17,1.9448529411764806,0.019609589629120915,0.010914999292986456,4.00000000000002,0.0,0.0,30.028602941176622,278.0000000000015,0.43000000000000227,23.46151321187719,1308.8200000000068,50669.32000000027,13.000000000000068,64207.00000000033
2020-03-18,1.9057954912734423,0.03337235059288147,0.016360942423844584,4.00000000000002,0.0,0.0,29.425607991273584,278.0000000000015,0.43000000000000227,24.83909693217878,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-19,1.8857137807045992,0.06872674193625794,0.02658195439383695,4.00000000000002,0.0,0.0,29.115573155704737,278.0000000000015,0.43000000000000227,26.38353278316774,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-20,1.9094372424450647,0.12762779724081696,0.044439374651227846,4.00000000000002,0.0,0.0,29.481831773695205,278.0000000000015,0.43000000000000227,28.06749897328406,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-21,2.001648067580408,0.2087945389454808,0.07261573008344369,4.00000000000002,0.0,0.0,30.905443966018055,278.0000000000015,0.43000000000000227,29.876951314643122,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-22,2.1844939692373453,0.30851898113218834,0.11331360751733419,4.00000000000002,0.0,0.0,33.728340893065635,278.0000000000015,0.43000000000000227,31.738357151140765,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-23,2.4531086799015105,0.4011048143882501,0.1678533375061329,4.00000000000002,0.0,0.0,37.87538883075598,278.0000000000015,0.43000000000000227,33.62163486400204,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-24,2.8215380386914903,0.5064523987679178,0.23758829013671082,4.00000000000002,0.0,0.0,43.56343722746267,278.0000000000015,0.43000000000000227,35.52495045310825,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-25,3.312679062308863,0.6319562997223521,0.323209478753148,4.00000000000002,0.0,0.0,51.14598936209678,278.0000000000015,0.43000000000000227,37.4633149729922,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-26,3.9507342482507246,0.7781527451537568,0.4245895589679001,4.00000000000002,0.0,0.0,60.996705337668374,278.0000000000015,0.43000000000000227,39.46003260983471,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-27,4.755552302219081,0.9404342098026175,0.5406658279201733,4.00000000000002,0.0,0.0,73.42202932645763,278.0000000000015,0.43000000000000227,41.544963209800144,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-28,5.738383683677897,1.1103353535381322,0.6693524737197047,4.00000000000002,0.0,0.0,88.59566000389319,278.0000000000015,0.43000000000000227,43.7491422522112,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-29,6.89869726502088,1.276497475076032,0.8074747625295993,4.00000000000002,0.0,0.0,106.50940337396084,278.0000000000015,0.43000000000000227,46.096668906353045,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-30,8.224313834350681,1.4279128606703104,0.9539465696347579,4.00000000000002,0.0,0.0,126.97523675800805,278.0000000000015,0.43000000000000227,48.60796241021089,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-03-31,9.721451277508343,1.5837820921737118,1.1075848464245193,4.00000000000002,0.0,0.0,150.08915898414952,278.0000000000015,0.43000000000000227,51.298138420457214,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-01,11.388632090969029,1.7373355995116704,1.265192998102167,4.00000000000002,0.0,0.0,175.82835824910148,278.0000000000015,0.43000000000000227,54.171725340876286,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-02,13.216021579539017,1.8812337616893475,1.4224553497401704,4.00000000000002,0.002456367162249517,0.0,204.0409955775828,278.0000000000015,0.43000000000000227,57.22336543422873,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-03,15.184931504628436,2.0077094195217002,1.5746079958216141,4.00000000000002,0.012184873949579882,0.0,234.43854241686563,278.0000000000015,0.43000000000000227,60.43834065615,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-04,17.267447820455843,2.108674760181033,1.716941937396272,4.00000000000002,0.028983516483516623,0.002643665158371046,266.5900338326885,278.0000000000015,0.43000000000000227,63.76547252507963,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-05,19.426151476201646,2.175801480607659,1.8451804349476597,4.00000000000002,0.05205437944408559,0.00894654977375569,299.9177584061911,278.0000000000015,0.43000000000000227,67.15822204086865,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-06,21.592480446194582,2.1791523386393283,1.9523460566567725,3.9987394957983398,0.07889210972850721,0.02007416572398199,333.3631937238424,278.0000000000015,0.43000000000000227,70.59222309173757,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-07,23.755721032771383,2.1728581130615936,2.0364356898746125,3.9963235294117854,0.1092822044683264,0.03640290936085991,366.7609305223589,278.0000000000015,0.43000000000000227,74.01209055732947,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-08,25.92343266210282,2.1749247741950346,2.0989762502760336,3.9937196994182496,0.14225577099830394,0.05769471595729668,400.22767623695404,278.0000000000015,0.43000000000000227,77.34755579776451,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-09,28.11445555669352,2.196432753238393,2.144117934313363,3.99238091871366,0.17627812430561263,0.08322805054263335,434.05430178017264,278.0000000000015,0.43000000000000227,80.52556827043081,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-10,30.35366648975678,2.243268327049031,2.1779541585566156,3.993962482829691,0.20939023511673416,0.11189615102914724,468.62487662601586,278.0000000000015,0.43000000000000227,83.4793717425776,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-11,32.668045600995725,2.3174221567282762,2.2080115141986543,4.0001098711720475,0.23931481596263188,0.14228071055692865,504.35594512303567,278.0000000000015,0.43000000000000227,86.14613837383702,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-12,35.083726508439156,2.417963191560432,2.2428672329340618,4.012299597949177,0.2635358857276305,0.1727071392525385,541.6509837291554,278.0000000000015,0.43000000000000227,88.47844427811546,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-13,37.6200023797134,2.5379875843619892,2.294383294771655,4.031719850368805,0.2844004598677983,0.20218096853119483,580.8078573831635,278.0000000000015,0.43000000000000227,90.44819972442383,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-14,40.290599716265405,2.6718811213678118,2.365909481421343,4.059180967285336,0.3035071968724071,0.2299637806970391,622.0384887064106,278.0000000000015,0.43000000000000227,92.04044843585194,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-15,43.10435896625536,2.814722088601817,2.457523578422184,4.095048298185404,0.3174978831100266,0.2549749363631159,665.4793681458401,278.0000000000015,0.43000000000000227,93.26193134951353,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2020-04-16,46.06322397582282,2.9595871385263512,2.5667346359821237,4.1391918474270355,0.32433866766542285,0.2760613574113161,711.1605122115145,278.0000000000015,0.43000000000000227,94.14284557095881,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
