date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,extreme_poverty,diabetes_prevalence,handwashing_facilities,population
2020-03-11,7.855553086619293,0.22902020686814867,0.09772874597464407,301.0000000000012,0.0,0.0,141.55063728655782,1.4800000000000055,205.12261904761985,111.00000000000044,0.060000000000000234,16.900000000000066,28893.000000000113,0.09000000000000033,7.054859182099169,7.700000000000031,21.100000000000083,12.00000000000005,4.970000000000018,41.05000000000015,33475870.000000127
2020-03-12,7.824761130413737,0.32383367486669085,0.14445493052170738,301.00000000000136,0.0,0.0,140.83467802955977,1.4800000000000062,202.56359126984214,110.93445378151308,0.05997478991596665,16.904537815126126,28893.000000000124,0.09000000000000039,8.898554675380613,7.700000000000035,21.100000000000094,12.000000000000053,4.97000000000002,41.05000000000017,33475870.00000014
2020-03-13,7.861137105082453,0.4515371824590044,0.2063185734568919,301.0000000000015,0.0,0.0,140.33395939482676,1.4800000000000069,198.19215315934156,110.74327731092488,0.05992647058823557,16.91436974789924,28893.000000000135,0.09000000000000041,11.109982748616932,7.700000000000037,21.1000000000001,12.000000000000057,4.970000000000022,41.05000000000018,33475870.00000015
2020-03-14,8.002527036956648,0.6073826864564074,0.28541653190262434,301.00000000000153,0.0,0.0,141.08259624295283,1.4800000000000073,192.8888493017408,110.41544117647112,0.05989960407239847,16.92201034259866,28893.000000000142,0.09000000000000044,13.659894947694145,7.700000000000038,21.100000000000104,12.00000000000006,4.970000000000024,41.050000000000196,33475870.000000156
2020-03-15,8.282890752830621,0.7827994582812213,0.382829367252761,301.0000000000016,0.0,0.0,144.71333696889872,1.4800000000000075,188.68640193357078,110.01683298319382,0.05993375282805459,16.918028442146174,28893.000000000146,0.09000000000000047,16.491157312903805,7.70000000000004,21.100000000000108,12.000000000000064,4.970000000000025,41.0500000000002,33475870.000000164
2020-03-16,8.590901096297186,0.8377783267425913,0.4841252575016274,301.0000000000016,0.0,0.0,152.641790056991,1.4800000000000078,189.64025932563618,109.59061439479694,0.060054225416128294,16.890268261150702,28893.00000000015,0.09000000000000047,19.525734015705687,7.700000000000042,21.10000000000011,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-17,8.956750482856386,0.9177972227557166,0.5915923270951939,301.0000000000016,0.0,0.0,166.79521347573208,1.480000000000008,200.7604905870235,109.30664857890329,0.06026675180288493,16.830233516483606,28893.000000000153,0.09000000000000047,22.66720936762934,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-18,9.495277794269,1.1016801730461043,0.7164513558579191,301.0000000000016,0.0,0.0,189.99626466400687,1.4800000000000082,227.21070676810683,109.5273684639126,0.060555105868970505,16.734030987395048,28893.000000000156,0.09000000000000047,25.876963910014233,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-19,10.363313549321676,1.4283448098104379,0.8744522854777977,301.0000000000016,0.0,0.0,226.13133230537466,1.4800000000000082,273.7072516878022,110.77636021994493,0.06086833328020243,16.612775987799054,28893.000000000156,0.09000000000000047,29.12241281615649,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-20,11.727688781900781,1.906778969348783,1.0825715993701475,301.0000000000016,0.0,0.0,280.1195022456228,1.4800000000000082,344.0685950540087,113.70074139960656,0.061148502707404656,16.466734544178337,28893.000000000156,0.09000000000000047,32.37058320617043,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-21,13.741241699547784,2.5235231410387424,1.356535357575448,301.0000000000016,0.0,0.0,358.9643648871914,1.4799873949579914,440.8773773039385,119.02888507362235,0.061315804955569736,16.334073209361957,28893.000000000156,0.09000000000000047,35.59030553649602,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-22,16.524822677375802,3.2482823040660715,1.708961472932721,301.0000000000016,0.0,0.0,467.5221693775256,1.4799632352941259,565.2269432343654,127.52465346261837,0.06128210258545567,16.28325691089996,28893.000000000156,0.09000000000000047,38.75385714202948,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-23,20.09077279342297,3.9751095948886057,2.157331964428052,301.0000000000016,0.0,0.0,611.2665085242035,1.4799245919521735,709.5121946052627,140.04867755656323,0.0609610921297835,16.423935895844675,28893.000000000156,0.09000000000000047,41.841699094401946,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-24,24.520972290607034,4.776758828357803,2.7087523669862037,301.0000000000016,0.0,0.0,795.9349277193771,1.4798870444812622,871.0326502274531,157.38920693923913,0.06027592575538554,16.889891159116885,28893.000000000156,0.09000000000000047,44.84297390063347,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2020-03-25,29.89460769242205,5.654240097351105,3.3592135965066285,301.0000000000016,0.0,0.0,1027.383922572556,1.4798642167804703,1050.9125218586262,180.13524715659517,0.05915232246779974,17.890199558736526,28893.000000000156,0.09000000000000047,47.752823832068586,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
