date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_boosters_per_hundred,reproduction_rate,weekly_icu_admissions,weekly_hosp_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_65_older,gdp_per_capita,extreme_poverty,female_smokers,male_smokers,population,excess_mortality
2020-03-11,4.908552241957277,0.9166046970464186,0.4884587864235064,2.0000000000000075,0.0,0.0,2.6142787617364185,0.010000000000000038,1.2799884453781563,3.0000000000000124,3.9019820583170066,89.65854528534321,50.2490496976809,0.018832146364990917,118.04370857110928,0.0,2.0000000000000075,1.0000000000000038,0.0,0.0,16.993234066594454,43.900000000000155,19.750000000000078,25063.850000000097,0.7000000000000026,25.6000000000001,51.000000000000185,1850654.0000000072,2.7100000000000106
2020-03-12,5.9565273036399145,1.268859051645097,0.651631710379573,2.0000000000000084,0.0,0.0,3.1712407455104645,0.010000000000000044,1.2800233314479694,3.0000000000000133,4.211363899736643,116.4467190121797,62.55673210972148,0.019987842383516554,107.39448407711616,0.0,2.0000000000000084,1.0000000000000042,0.0,0.0,19.675924899766493,43.900000000000176,19.750000000000085,25063.850000000108,0.7000000000000028,25.600000000000108,51.00000000000021,1850654.000000008,2.7100000000000115
2020-03-13,7.520110409856647,1.7743818452949132,0.8737488312656125,2.000000000000009,0.0,0.0,4.00227671297901,0.010000000000000047,1.2801113899886938,3.000000000000014,4.595183742975913,150.0869784963685,79.3952478541077,0.02107006730799944,96.81669531381652,0.0,2.000000000000009,1.0000000000000044,0.0,0.0,22.599907475729893,43.90000000000019,19.750000000000092,25063.850000000115,0.7000000000000031,25.600000000000115,51.00000000000023,1850654.0000000086,2.7100000000000124
2020-03-14,9.740535296080289,2.4169208377527034,1.1683817591958183,2.0000000000000093,0.0,0.0,5.182471109394902,0.010000000000000049,1.2802409439136295,3.000000000000015,5.061820903547393,190.25928687809449,101.37258327261073,0.022051904068588497,86.60081657262815,0.0,2.0000000000000093,1.0000000000000047,0.0,0.0,25.71916202244065,43.9000000000002,19.750000000000096,25063.85000000012,0.7000000000000033,25.600000000000122,51.00000000000024,1850654.000000009,2.7100000000000133
2020-03-15,12.725424096494635,3.1630946360714836,1.54509288048284,2.0000000000000098,0.0,0.0,6.76904224607334,0.01000000000000005,1.2803856206695485,3.000000000000016,5.617794249089126,236.6621283777052,129.05253053784554,0.02290205022338711,77.08246116896697,0.0,2.0000000000000098,1.0000000000000049,0.0,0.0,29.01111101262886,43.900000000000205,19.7500000000001,25063.850000000122,0.7000000000000034,25.60000000000013,51.000000000000256,1850654.0000000093,2.7100000000000137
2020-03-16,16.303764258537786,3.734732095347091,1.9934865963673059,2.00000000000001,0.0,0.0,8.671080973501372,0.010000000000000052,1.2804950978551044,3.000000000000016,6.266917115388284,288.71899447332476,162.68936558276397,0.023584585502058792,68.64139823613058,0.0,2.00000000000001,1.000000000000005,0.0,0.0,32.40999324654346,43.90000000000021,19.750000000000103,25063.850000000126,0.7000000000000035,25.60000000000013,51.00000000000026,1850654.0000000095,2.710000000000014
2020-03-17,20.566042327710754,4.3944556649169195,2.5216165633065124,2.00000000000001,0.0,0.0,10.93669259825792,0.010000000000000054,1.2805039995387122,2.999819927971205,7.015193838942186,346.1881469538954,202.3990054411135,0.02407483214529009,61.475489530362374,0.0,2.00000000000001,1.000000000000005,0.0,0.0,35.83573313788116,43.90000000000022,19.750000000000107,25063.85000000013,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.0000000098,2.710000000000014
2020-03-18,25.71797065981027,5.2588184778409,3.143176546591074,2.00000000000001,0.0,0.0,13.675240683341174,0.010000000000000054,1.280318691315316,2.9992947178871714,7.8677579242246605,407.78490465627567,247.93873371884467,0.024361069163912657,55.697126197545586,0.0,2.00000000000001,1.000000000000005,0.0,0.0,39.205574901891865,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,2.710000000000014
2020-03-19,32.004816068548784,6.368855293416241,3.8724672515722727,2.00000000000001,0.0,0.0,17.017118133708244,0.010000000000000054,1.2798248297340646,2.9983975320897756,8.826423300496057,471.18378191819346,298.6806016789208,0.024441293146366977,51.312476193084905,0.0,2.00000000000001,1.000000000000005,0.0,0.0,42.441187640543085,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,2.710000000000014
2020-03-20,39.65464631126946,7.708962090618112,4.720621447082576,2.00000000000001,0.0,0.0,21.083575510429903,0.010000000000000054,1.2788747632184558,2.99730909190601,9.888332573719092,534.3209650747159,353.6094331596438,0.02435650315001444,48.217747577910046,0.0,2.00000000000001,1.000000000000005,0.0,0.0,45.46788426628328,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,2.710000000000014
2020-03-21,48.83576495323241,9.221055763180152,5.69277280800102,2.00000000000001,0.0,0.0,25.964092266306643,0.010000000000000054,1.2772719418385368,2.9964465894531056,11.045428024804067,594.6612797207116,411.3993987223517,0.02416782985119864,46.20723440676808,0.0,2.00000000000001,1.000000000000005,0.0,0.0,48.22104409822579,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,2.710000000000014
2020-03-22,59.62478751582942,10.815193890904851,6.785932547177248,2.00000000000001,0.0,0.0,31.69940517258073,0.010000000000000054,1.2748014030498804,2.9964622853348235,12.284539667601134,651.3093566877552,470.643925253788,0.023940513629510843,44.98614817094554,0.0,2.00000000000001,1.000000000000005,0.0,0.0,50.65092980928675,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,2.710000000000014
