date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,total_vaccinations_per_hundred,new_tests,new_tests_smoothed,people_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,diabetes_prevalence,hospital_beds_per_thousand,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
2020-03-11,3.0824574246911,0.31698596246363153,0.30956249404496805,1.0000000000000038,0.0,0.0,0.601217002611361,1.9499621848739568,0.010000000000000038,99.7419481098307,55.02918888894912,0.0,0.010000000000000038,1.0000000000000038,1.0000000000000038,0.0,20.189931784328095,37.90000000000014,8.08000000000003,2.61000000000001,5185289.000000019,0.0,0.0,4.130000000000017
2020-03-12,3.3892483932087227,0.3930393567290572,0.3199847011797019,1.0000000000000042,0.0,0.0,0.6606444017190177,1.9499149159663944,0.010000000000000044,134.35824826577817,68.69004076874117,0.0,0.010000000000000044,1.0000000000000042,1.0000000000000042,0.0,20.75366441678521,37.900000000000155,8.080000000000034,2.610000000000011,5185289.0000000205,0.0,0.0,4.1300000000000185
2020-03-13,3.8867003543764906,0.5598570870361284,0.35211893958872004,1.0000000000000044,0.0,0.0,0.7572636826725871,1.9499355405623875,0.010000000000000047,179.52445543010327,88.84149631669828,0.0,0.010000000000000047,1.0000000000000044,1.0000000000000044,0.0,21.576184640966446,37.90000000000017,8.080000000000037,2.610000000000012,5185289.000000022,0.0,0.0,4.130000000000019
2020-03-14,4.6593691571850915,0.8152548062273246,0.41829734948792086,1.0000000000000047,0.0,0.0,0.9075586217329489,1.950119722648684,0.010000000000000049,236.47341591000531,116.9883620565285,0.0,0.010000000000000049,1.0000000000000047,1.0000000000000047,0.0,22.728384117441095,37.900000000000176,8.08000000000004,2.6100000000000128,5185289.000000024,0.0,0.0,4.13000000000002
2020-03-15,5.779255374676161,1.1482381311734051,0.5294967677720503,1.0000000000000049,0.0,0.0,1.1255660251232433,1.9505438967053261,0.01000000000000005,306.2028641303069,154.42622629352795,0.0,0.01000000000000005,1.0000000000000049,1.0000000000000049,0.0,24.273084144965154,37.90000000000018,8.080000000000041,2.610000000000013,5185289.000000025,0.0,0.0,4.130000000000021
2020-03-16,6.786154523896596,1.028163084482187,0.6308855040772612,1.000000000000005,0.0,0.0,1.321613594472687,1.9512131907901478,0.010000000000000052,388.52949134272137,202.03542602266742,0.0,0.010000000000000052,1.000000000000005,1.000000000000005,0.0,26.254632436455,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-17,7.764179564544954,0.9939729920946718,0.7337753109926592,1.000000000000005,0.0,0.0,1.5120967504763663,1.9519995828146564,0.010000000000000054,480.5409452685159,260.22571302055644,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,28.71211330600969,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-18,9.125073910642085,1.3728553096818659,0.8896630928113993,1.000000000000005,0.0,0.0,1.7772516190951573,1.9526331712738911,0.010000000000000054,580.0217399791838,328.97555496580594,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,31.670936627858975,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-19,11.451804786569173,2.3357015986156395,1.1708358781088748,1.000000000000005,0.0006140917905623792,0.0,2.230676432485561,1.9527085565420403,0.010000000000000054,683.0215409249193,407.4640353258421,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,35.11821087425564,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-20,15.381258244096273,3.9361814995435123,1.655824549176359,1.000000000000005,0.0030462184873949706,0.0,2.996472579697079,1.9516899500503597,0.010000000000000054,787.345809863051,494.37923205352934,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,39.005285498936786,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-21,21.5162604251537,6.14004821256974,2.4184941390962376,1.000000000000005,0.007245879120879156,0.0006493212669683272,4.192100394695249,1.94895104366253,0.010000000000000054,892.7603108555963,588.1960109826175,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,43.253161926400466,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-22,30.359593508910596,8.84711760739113,3.519861554548431,1.000000000000005,0.013013594861021398,0.002197398190045257,5.915520997378917,1.943816223923371,0.010000000000000054,1002.1270689529467,687.6609061038035,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,47.77800105048886,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
2020-03-23,41.838457251915756,11.481702135730835,5.0143874393437855,1.000000000000005,0.02003815348254697,0.004973840497737579,8.152535867620504,1.935590189920553,0.010000000000000054,1115.565760667524,791.5608702695155,0.0,0.010000000000000054,1.000000000000005,1.000000000000005,0.0,52.48583627590811,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,4.130000000000022
